date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:44:16	75159/75159	---M--	200	added ('OK')	image/jpeg	etag:CNPbkc7q+e8CEAE=	https://images.squarespace-cdn.com/content/6047e4c6dfc6544ed63c758e/1618269214521-KY0AXV1YGPO9PHE5H47P/cover-04.jpg?content-type=image%2Fjpeg	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/6047e4c6dfc6544ed63c758e/1618269214521-KY0AXV1YGPO9PHE5H47P/cover-04ee8a.jpg	(from https://www.merlinshredding.com/destruction-of-electronics)
07:44:16	249451/249451	---M--	200	added ('OK')	image/jpeg	etag:CLCA+OL+t+8CEAE=	https://images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1616006883156-HU8NZQURJ2O56G6HIZ6T/AdobeStock_414662207.jpg	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1616006883156-HU8NZQURJ2O56G6HIZ6T/AdobeStock_414662207.jpg	(from https://www.merlinshredding.com/destruction-of-electronics)
07:44:16	118554/118554	---M--	200	added ('OK')	image/jpeg	etag:CK6f/b2AuO8CEAE=	https://images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1616007343762-FJRETA3M951BCDOGYD4E/AdobeStock_332233022.jpg	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1616007343762-FJRETA3M951BCDOGYD4E/AdobeStock_332233022.jpg	(from https://www.merlinshredding.com/destruction-of-electronics)
07:44:16	0/-1	---M--	302	error ('')			https://www.merlinshredding.com/about	C:/Users/thega/Downloads/Test/www.merlinshredding.com/about.86.delayed	(from https://www.merlinshredding.com/destruction-of-electronics)
07:44:16	4293/4293	---M--	200	added ('OK')	image/png	etag:CN7h1tOypO8CEAE=	https://images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1615333616231-V44D2OCXFZ67LMRE7XDX/Textile_Icon-01.png	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1615333616231-V44D2OCXFZ67LMRE7XDX/Textile_Icon-01.png	(from https://www.merlinshredding.com/destruction-of-electronics)
07:44:17	3246/3246	---M--	200	added ('OK')	image/png	etag:CJXX+seypO8CEAE=	https://images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1615333591449-T08SRWZHQ7G17AUNRI2D/Paper_icon-01.png	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1615333591449-T08SRWZHQ7G17AUNRI2D/Paper_icon-01.png	(from https://www.merlinshredding.com/destruction-of-electronics)
07:44:17	4163/4163	---M--	200	added ('OK')	image/png	etag:CLej09+ypO8CEAE=	https://images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1615333641497-QTT4TC6M4G60R19UCK05/Security_Icon-01.png	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1615333641497-QTT4TC6M4G60R19UCK05/Security_Icon-01.png	(from https://www.merlinshredding.com/destruction-of-electronics)
07:44:17	4395/4395	---M--	200	added ('OK')	image/png	etag:CPaJhe2ypO8CEAE=	https://images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1615333669509-EX3QWASAEFHO0CO2ECA9/Residential_Icon-01.png	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1615333669509-EX3QWASAEFHO0CO2ECA9/Residential_Icon-01.png	(from https://www.merlinshredding.com/destruction-of-electronics)
07:44:17	4492/4492	---M--	200	added ('OK')	image/png	etag:CP6GxfOypO8CEAE=	https://images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1615333683282-PW6F5F6CFJ05ZJUJYHAI/Bins.png	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1615333683282-PW6F5F6CFJ05ZJUJYHAI/Bins.png	(from https://www.merlinshredding.com/destruction-of-electronics)
07:44:18	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Tue,%2009%20Dec%202025%2012:44:17%20GMT	http://static1.squarespace.com/static/6047e4c6dfc6544ed63c758e/t/606c278ba9a83633331e32fb/1617700750702/cover-01.jpg?format=1500w	C:/Users/thega/Downloads/Test/static1.squarespace.com/static/6047e4c6dfc6544ed63c758e/t/606c278ba9a83633331e32fb/1617700750702/cover-0126f7.jpg	(from https://www.merlinshredding.com/paper-shredding)
07:44:19	0/-1	---M--	302	error ('')			https://www.merlinshredding.com/our-services-folder	C:/Users/thega/Downloads/Test/www.merlinshredding.com/our-services-folder.8f.delayed	(from https://www.merlinshredding.com/paper-shredding)
07:44:19	0/-1	---M--	302	error ('')			https://www.merlinshredding.com/areas-we-service-1	C:/Users/thega/Downloads/Test/www.merlinshredding.com/areas-we-service-1.90.delayed	(from https://www.merlinshredding.com/paper-shredding)
07:44:19	0/-1	---M--	302	error ('')			https://www.merlinshredding.com/about	C:/Users/thega/Downloads/Test/www.merlinshredding.com/about.91.delayed	(from https://www.merlinshredding.com/paper-shredding)
07:44:26	44836/44836	---M--	200	added ('OK')	text/javascript	etag:%223ddd0361e812c117dcad7cddc2162772%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-eb2778cda7276518-min.en-US.js	C:/Users/thega/Downloads/Test/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-eb2778cda7276518-min.en-US.js	(from https://www.merlinshredding.com/paper-shredding)
07:44:26	35006/35006	---M--	200	added ('OK')	image/png	etag:CPGx8aiBuO8CEAE=	https://images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1616007568039-AYRRTDOLYEMC3AV69OTK/NAID-01.png	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1616007568039-AYRRTDOLYEMC3AV69OTK/NAID-01.png	(from https://www.merlinshredding.com/paper-shredding)
07:44:26	176671/176671	---M--	200	added ('OK')	image/jpeg	etag:CKCXpfSk6e8CEAE=	https://images.squarespace-cdn.com/content/6047e4c6dfc6544ed63c758e/1617700748096-Z1ZK06D4N2PG5DGPR8DK/cover-01.jpg?content-type=image%2Fjpeg	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/6047e4c6dfc6544ed63c758e/1617700748096-Z1ZK06D4N2PG5DGPR8DK/cover-01ee8a.jpg	(from https://www.merlinshredding.com/paper-shredding)
07:44:26	1084331/1084331	---M--	200	added ('OK')	image/jpeg	etag:CM/88JSBuO8CEAE=	https://images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1616007524692-31EKZOFQB1HOGZN9EULQ/AdobeStock_9656323.jpg	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1616007524692-31EKZOFQB1HOGZN9EULQ/AdobeStock_9656323.jpg	(from https://www.merlinshredding.com/paper-shredding)
07:44:27	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Tue,%2009%20Dec%202025%2012:44:26%20GMT	http://static1.squarespace.com/static/6047e4c6dfc6544ed63c758e/t/606c291acf3f4c6258ebd8cf/1617701149941/cover-03.jpg?format=1500w	C:/Users/thega/Downloads/Test/static1.squarespace.com/static/6047e4c6dfc6544ed63c758e/t/606c291acf3f4c6258ebd8cf/1617701149941/cover-03.9526f7.delayed	(from https://www.merlinshredding.com/textile-shredding)
07:44:27	4872/4872	---M--	200	added ('OK')	image/png	etag:CKmx5u21pO8CEAE=	https://images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1615334476422-JG0NDZ372SXJ8D85X9KP/Electronic_Icon-01.png	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1615334476422-JG0NDZ372SXJ8D85X9KP/Electronic_Icon-01.png	(from https://www.merlinshredding.com/paper-shredding)
07:44:27	0/-1	---M--	302	error ('')			https://www.merlinshredding.com/our-services-folder	C:/Users/thega/Downloads/Test/www.merlinshredding.com/our-services-folder.97.delayed	(from https://www.merlinshredding.com/textile-shredding)
07:44:27	0/-1	---M--	302	error ('')			https://www.merlinshredding.com/areas-we-service-1	C:/Users/thega/Downloads/Test/www.merlinshredding.com/areas-we-service-1.98.delayed	(from https://www.merlinshredding.com/textile-shredding)
07:44:27	0/-1	---M--	302	error ('')			https://www.merlinshredding.com/about	C:/Users/thega/Downloads/Test/www.merlinshredding.com/about.99.delayed	(from https://www.merlinshredding.com/textile-shredding)
07:44:27	97042/97042	---M--	200	added ('OK')	image/jpeg	etag:COm86bKm6e8CEAE=	https://images.squarespace-cdn.com/content/6047e4c6dfc6544ed63c758e/1617701146653-0VQE0OAGQ9KZVU9H8LPY/cover-03.jpg?content-type=image%2Fjpeg	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/6047e4c6dfc6544ed63c758e/1617701146653-0VQE0OAGQ9KZVU9H8LPY/cover-03ee8a.jpg	(from https://www.merlinshredding.com/textile-shredding)
07:44:27	599002/599002	---M--	200	added ('OK')	image/jpeg	etag:CK3z/e6CuO8CEAE=	https://images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1616007981413-GCOD3NJFUSYAB4G6KAEC/AdobeStock_93447288.jpg	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1616007981413-GCOD3NJFUSYAB4G6KAEC/AdobeStock_93447288.jpg	(from https://www.merlinshredding.com/textile-shredding)
07:44:27	35006/35006	---M--	200	added ('OK')	image/png	etag:CP6g0vyCuO8CEAE=	https://images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1616008012139-A7GP0WGU4HGB8P6I40RY/NAID-01.png	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1616008012139-A7GP0WGU4HGB8P6I40RY/NAID-01.png	(from https://www.merlinshredding.com/textile-shredding)
07:44:27	3246/3246	---M--	200	added ('OK')	image/png	etag:CMe33OC2pO8CEAE=	https://images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1615334717459-YDJGK4LNJQH9UJACWAVU/Paper_icon-01.png	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1615334717459-YDJGK4LNJQH9UJACWAVU/Paper_icon-01.png	(from https://www.merlinshredding.com/textile-shredding)
07:44:29	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Tue,%2009%20Dec%202025%2012:44:28%20GMT	http://static1.squarespace.com/static/6047e4c6dfc6544ed63c758e/t/606c2ab459bde9748167cd91/1617701559723/cover-05.jpg?format=1500w	C:/Users/thega/Downloads/Test/static1.squarespace.com/static/6047e4c6dfc6544ed63c758e/t/606c2ab459bde9748167cd91/1617701559723/cover-05.9d26f7.delayed	(from https://www.merlinshredding.com/specialty-destruction-projects)
07:44:29	0/-1	---M--	302	error ('')			https://www.merlinshredding.com/our-services-folder	C:/Users/thega/Downloads/Test/www.merlinshredding.com/our-services-folder.9f.delayed	(from https://www.merlinshredding.com/specialty-destruction-projects)
07:44:29	0/-1	---M--	302	error ('')			https://www.merlinshredding.com/areas-we-service-1	C:/Users/thega/Downloads/Test/www.merlinshredding.com/areas-we-service-1.a0.delayed	(from https://www.merlinshredding.com/specialty-destruction-projects)
07:44:29	0/-1	---M--	302	error ('')			https://www.merlinshredding.com/about	C:/Users/thega/Downloads/Test/www.merlinshredding.com/about.a1.delayed	(from https://www.merlinshredding.com/specialty-destruction-projects)
07:44:29	96606/96606	---M--	200	added ('OK')	image/jpeg	etag:CMGsjvan6e8CEAE=	https://images.squarespace-cdn.com/content/6047e4c6dfc6544ed63c758e/1617701557233-JP17X17BXWB59CP18S0X/cover-05.jpg?content-type=image%2Fjpeg	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/6047e4c6dfc6544ed63c758e/1617701557233-JP17X17BXWB59CP18S0X/cover-05ee8a.jpg	(from https://www.merlinshredding.com/specialty-destruction-projects)
07:44:29	549525/549525	---M--	200	added ('OK')	image/jpeg	etag:CKXxmLP9t+8CEAE=	https://images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1616006514149-QSFJMPRPYYZNRPAJCNH6/chuttersnap-unsplash.jpg	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1616006514149-QSFJMPRPYYZNRPAJCNH6/chuttersnap-unsplash.jpg	(from https://www.merlinshredding.com/specialty-destruction-projects)
07:44:29	35006/35006	---M--	200	added ('OK')	image/png	etag:CM/u0taEuO8CEAE=	https://images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1616008469248-0PDLZOPF49PO6VZVH9LG/NAID-01.png	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1616008469248-0PDLZOPF49PO6VZVH9LG/NAID-01.png	(from https://www.merlinshredding.com/specialty-destruction-projects)
07:44:30	4293/4293	---M--	200	added ('OK')	image/png	etag:CIK22ue3pO8CEAE=	https://images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1615334999921-9ULTC2XWVSZG1O51P4UP/Textile_Icon-01.png	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1615334999921-9ULTC2XWVSZG1O51P4UP/Textile_Icon-01.png	(from https://www.merlinshredding.com/specialty-destruction-projects)
07:44:30	4395/4395	---M--	200	added ('OK')	image/png	etag:CKTphse5pO8CEAE=	https://images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1615335468910-91USH6VE2BOZO35IXY3G/Residential_Icon-01.png	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1615335468910-91USH6VE2BOZO35IXY3G/Residential_Icon-01.png	(from https://www.merlinshredding.com/specialty-destruction-projects)
07:44:31	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Tue,%2009%20Dec%202025%2012:44:30%20GMT	http://static1.squarespace.com/static/6047e4c6dfc6544ed63c758e/t/606c2b4745693b195723eca0/1617701705984/cover-03.jpg?format=1500w	C:/Users/thega/Downloads/Test/static1.squarespace.com/static/6047e4c6dfc6544ed63c758e/t/606c2b4745693b195723eca0/1617701705984/cover-0326f7.jpg	(from https://www.merlinshredding.com/residential-mobile-shredding)
07:44:31	0/-1	---M--	302	error ('')			https://www.merlinshredding.com/our-services-folder	C:/Users/thega/Downloads/Test/www.merlinshredding.com/our-services-folder.a8.delayed	(from https://www.merlinshredding.com/residential-mobile-shredding)
07:44:31	0/-1	---M--	302	error ('')			https://www.merlinshredding.com/areas-we-service-1	C:/Users/thega/Downloads/Test/www.merlinshredding.com/areas-we-service-1.a9.delayed	(from https://www.merlinshredding.com/residential-mobile-shredding)
07:44:31	0/-1	---M--	302	error ('')			https://www.merlinshredding.com/about	C:/Users/thega/Downloads/Test/www.merlinshredding.com/about.aa.delayed	(from https://www.merlinshredding.com/residential-mobile-shredding)
07:44:31	97042/97042	---M--	200	added ('OK')	image/jpeg	etag:CNDZ77uo6e8CEAE=	https://images.squarespace-cdn.com/content/6047e4c6dfc6544ed63c758e/1617701703733-4IQMQ57WTHAO8341DHK2/cover-03.jpg?content-type=image%2Fjpeg	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/6047e4c6dfc6544ed63c758e/1617701703733-4IQMQ57WTHAO8341DHK2/cover-03ee8a.jpg	(from https://www.merlinshredding.com/residential-mobile-shredding)
07:44:31	398728/398728	---M--	200	added ('OK')	image/jpeg	etag:CJScwM2FuO8CEAE=	https://images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1616008715569-W47NG3JV57LNAUX8KVG8/AdobeStock_191643231.jpg	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1616008715569-W47NG3JV57LNAUX8KVG8/AdobeStock_191643231.jpg	(from https://www.merlinshredding.com/residential-mobile-shredding)
07:44:31	210943/210943	---M--	200	added ('OK')	image/jpeg	etag:CLiF6fKGuO8CEAE=	https://images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1616009064951-TPKVI6XR3QWQRFS8ZDLP/AdobeStock_223258396.jpg	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1616009064951-TPKVI6XR3QWQRFS8ZDLP/AdobeStock_223258396.jpg	(from https://www.merlinshredding.com/residential-mobile-shredding)
07:44:31	35006/35006	---M--	200	added ('OK')	image/png	etag:CPGYrtuFuO8CEAE=	https://images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1616008747693-6BT0K99S9Y8718I1ZATX/NAID-01.png	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1616008747693-6BT0K99S9Y8718I1ZATX/NAID-01.png	(from https://www.merlinshredding.com/residential-mobile-shredding)
07:44:33	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Tue,%2009%20Dec%202025%2012:44:32%20GMT	http://static1.squarespace.com/static/6047e4c6dfc6544ed63c758e/t/606c2f48bcdad737c8c32394/1617702731897/cover-02.jpg?format=1500w	C:/Users/thega/Downloads/Test/static1.squarespace.com/static/6047e4c6dfc6544ed63c758e/t/606c2f48bcdad737c8c32394/1617702731897/cover-0226f7.jpg	(from https://www.merlinshredding.com/secure-bins-and-consoles)
07:44:33	0/-1	---M--	302	error ('')			https://www.merlinshredding.com/our-services-folder	C:/Users/thega/Downloads/Test/www.merlinshredding.com/our-services-folder.b0.delayed	(from https://www.merlinshredding.com/secure-bins-and-consoles)
07:44:33	0/-1	---M--	302	error ('')			https://www.merlinshredding.com/areas-we-service-1	C:/Users/thega/Downloads/Test/www.merlinshredding.com/areas-we-service-1.b1.delayed	(from https://www.merlinshredding.com/secure-bins-and-consoles)
07:44:33	0/-1	---M--	302	error ('')			https://www.merlinshredding.com/about	C:/Users/thega/Downloads/Test/www.merlinshredding.com/about.b2.delayed	(from https://www.merlinshredding.com/secure-bins-and-consoles)
07:44:33	73576/73576	---M--	200	added ('OK')	image/jpeg	etag:CNb2gaWs6e8CEAE=	https://images.squarespace-cdn.com/content/6047e4c6dfc6544ed63c758e/1617702728742-XQT40EJ7144CJYZ5BYA1/cover-02.jpg?content-type=image%2Fjpeg	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/6047e4c6dfc6544ed63c758e/1617702728742-XQT40EJ7144CJYZ5BYA1/cover-02ee8a.jpg	(from https://www.merlinshredding.com/secure-bins-and-consoles)
07:44:33	1423985/1423985	---M--	200	added ('OK')	image/png	etag:CKaoo/2zuO8CEAE=	https://images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1616021163491-WSVXU5Y9CSOFYYNT0FIQ/Console+Banner.png	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1616021163491-WSVXU5Y9CSOFYYNT0FIQ/Console+Banner.png	(from https://www.merlinshredding.com/secure-bins-and-consoles)
07:44:33	35006/35006	---M--	200	added ('OK')	image/png	etag:CKC/0O+OuO8CEAE=	https://images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1616011205705-60OWHZ1JFFW3Z5RDSJA8/NAID-01.png	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1616011205705-60OWHZ1JFFW3Z5RDSJA8/NAID-01.png	(from https://www.merlinshredding.com/secure-bins-and-consoles)
07:44:34	172209/172209	---M--	200	added ('OK')	image/png	etag:CL+b+rKZkPACEAE=	https://images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1619037687616-SRWRG7XOH09Z9FPGJ8VW/Shredding+Console.png	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1619037687616-SRWRG7XOH09Z9FPGJ8VW/Shredding+Console.png	(from https://www.merlinshredding.com/secure-bins-and-consoles)
07:44:34	530461/530461	---M--	200	added ('OK')	image/png	etag:CM7jpPaekPACEAE=	https://images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1619039170704-YCRLWFKBW0CEBC1FOE4E/65+Gallon+Wheel+Bin.png	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1619039170704-YCRLWFKBW0CEBC1FOE4E/65+Gallon+Wheel+Bin.png	(from https://www.merlinshredding.com/secure-bins-and-consoles)
07:44:34	358148/358148	---M--	200	added ('OK')	image/png	etag:CKjQwsCekPACEAE=	https://images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1619039058340-FT7N3SYMUCUHNU9C3EYU/32+Gallon+Wheel+Bin.png	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1619039058340-FT7N3SYMUCUHNU9C3EYU/32+Gallon+Wheel+Bin.png	(from https://www.merlinshredding.com/secure-bins-and-consoles)
07:44:34	4395/4395	---M--	200	added ('OK')	image/png	etag:CJfk26W6pO8CEAE=	https://images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1615335666353-NVWY3U0GQKBUKHWZ5TBA/Residential_Icon-01.png	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1615335666353-NVWY3U0GQKBUKHWZ5TBA/Residential_Icon-01.png	(from https://www.merlinshredding.com/secure-bins-and-consoles)
07:44:36	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Tue,%2009%20Dec%202025%2012:44:34%20GMT	http://static1.squarespace.com/static/6047e4c6dfc6544ed63c758e/t/63eeb4294914b71bbd6d4500/1676588073516/Merlin_Logomark.png?format=1500w	C:/Users/thega/Downloads/Test/static1.squarespace.com/static/6047e4c6dfc6544ed63c758e/t/63eeb4294914b71bbd6d4500/1676588073516/Merlin_Logomark26f7.png	(from https://www.merlinshredding.com/calgary-southern-alberta-mobile-shredding)
07:44:36	27962/27962	---M--	200	added ('OK')	image/png	etag:CJTJwNTFyvICEAE=	https://images.squarespace-cdn.com/content/6047e4c6dfc6544ed63c758e/9964a8af-8d08-4d30-a9db-7bc08a4dc1d6/Merlin_Logomark.png?content-type=image%2Fpng	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/6047e4c6dfc6544ed63c758e/9964a8af-8d08-4d30-a9db-7bc08a4dc1d6/Merlin_Logomark5d45.png	(from https://www.merlinshredding.com/calgary-southern-alberta-mobile-shredding)
07:44:36	13414/13414	---MCZ	200	added ('OK')	text/css	etag:W/%227f66a6d267c47a9d5ed8ec6a6f0240ff%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.form/1d86fba7-1e58-4a2b-9e3b-67593f31657e_175/website.components.form.styles.css	C:/Users/thega/Downloads/Test/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.form/1d86fba7-1e58-4a2b-9e3b-67593f31657e_175/website.components.form.styles.css	(from https://www.merlinshredding.com/calgary-southern-alberta-mobile-shredding)
07:44:36	7059/7059	---MCZ	200	added ('OK')	application/javascript	etag:W/%2236b8a486142cba31f19f56727628807f%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.form/1d86fba7-1e58-4a2b-9e3b-67593f31657e_175/website.components.form.visitor.js	C:/Users/thega/Downloads/Test/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.form/1d86fba7-1e58-4a2b-9e3b-67593f31657e_175/website.components.form.visitor.js	(from https://www.merlinshredding.com/calgary-southern-alberta-mobile-shredding)
07:44:37	0/-1	---M--	302	error ('')			https://www.merlinshredding.com/our-services-folder	C:/Users/thega/Downloads/Test/www.merlinshredding.com/our-services-folder.bd.delayed	(from https://www.merlinshredding.com/calgary-southern-alberta-mobile-shredding)
07:44:37	0/-1	---M--	302	error ('')			https://www.merlinshredding.com/areas-we-service-1	C:/Users/thega/Downloads/Test/www.merlinshredding.com/areas-we-service-1.be.delayed	(from https://www.merlinshredding.com/calgary-southern-alberta-mobile-shredding)
07:44:37	0/-1	---M--	302	error ('')			https://www.merlinshredding.com/about	C:/Users/thega/Downloads/Test/www.merlinshredding.com/about.bf.delayed	(from https://www.merlinshredding.com/calgary-southern-alberta-mobile-shredding)
07:44:37	0/-1	---M--	302	error ('')			https://www.merlinshredding.com/our-services-folder	C:/Users/thega/Downloads/Test/www.merlinshredding.com/our-services-folder.c0.delayed	(from https://www.merlinshredding.com/edmonton-northern-alberta-mobile-shredding)
07:44:37	0/-1	---M--	302	error ('')			https://www.merlinshredding.com/areas-we-service-1	C:/Users/thega/Downloads/Test/www.merlinshredding.com/areas-we-service-1.c1.delayed	(from https://www.merlinshredding.com/edmonton-northern-alberta-mobile-shredding)
07:44:37	0/-1	---M--	302	error ('')			https://www.merlinshredding.com/about	C:/Users/thega/Downloads/Test/www.merlinshredding.com/about.c2.delayed	(from https://www.merlinshredding.com/edmonton-northern-alberta-mobile-shredding)
07:44:37	0/-1	---M--	302	error ('')			https://www.merlinshredding.com/our-services-folder	C:/Users/thega/Downloads/Test/www.merlinshredding.com/our-services-folder.c4.delayed	(from https://www.merlinshredding.com/red-deer-central-alberta-mobile-shredding)
07:44:37	0/-1	---M--	302	error ('')			https://www.merlinshredding.com/areas-we-service-1	C:/Users/thega/Downloads/Test/www.merlinshredding.com/areas-we-service-1.c5.delayed	(from https://www.merlinshredding.com/red-deer-central-alberta-mobile-shredding)
07:44:37	0/-1	---M--	302	error ('')			https://www.merlinshredding.com/about	C:/Users/thega/Downloads/Test/www.merlinshredding.com/about.c6.delayed	(from https://www.merlinshredding.com/red-deer-central-alberta-mobile-shredding)
07:44:37	909716/909716	---M--	200	added ('OK')	image/jpeg	etag:CLWPp4+z8o8DEAE=	https://images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1758751289017-QVV7MTMU0YV50PYOK7FJ/unsplash-image-ABhcSHBdgSA.jpg	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1758751289017-QVV7MTMU0YV50PYOK7FJ/unsplash-image-ABhcSHBdgSA.jpg	(from https://www.merlinshredding.com/edmonton-northern-alberta-mobile-shredding)
07:44:39	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Tue,%2009%20Dec%202025%2012:44:37%20GMT	http://static1.squarespace.com/static/6047e4c6dfc6544ed63c758e/t/65b7f4ebafa5c4175f944818/1617703812270/cover-01.jpg?format=1500w	C:/Users/thega/Downloads/Test/static1.squarespace.com/static/6047e4c6dfc6544ed63c758e/t/65b7f4ebafa5c4175f944818/1617703812270/cover-0126f7.jpg	(from https://www.merlinshredding.com/shred-events)
07:44:39	845103/845103	---M--	200	added ('OK')	image/jpeg	etag:CILUi/rDyvICEAE=	https://images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1629838068678-RZXYO5NSQYJD9QLYUUBR/Red+Deer.jpg	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1629838068678-RZXYO5NSQYJD9QLYUUBR/Red+Deer.jpg	(from https://www.merlinshredding.com/red-deer-central-alberta-mobile-shredding)
